iter	Passed	Remaining
190	82491	349400
191	82704	348049
192	83010	347097
193	83465	346766
194	84001	346774
195	84505	346643
196	84853	345873
197	85294	345483
198	85806	345382
199	86180	344721
200	86641	344412
201	87104	344104
202	87516	343598
203	87979	343291
204	88371	342709
205	88830	342384
206	89187	341670
207	89703	341562
208	90157	341218
209	90697	341196
210	91270	341290
211	91773	341120
212	92240	340812
213	92631	340224
214	93040	339704
215	93523	339456
216	94081	339472
217	94458	338836
218	94980	338720
219	95432	338351
220	95940	338179
221	96304	337501
222	96765	337159
223	97184	336674
224	97569	336072
225	98086	335925
226	98468	335312
227	98768	334425
228	99114	333699
229	99651	333614
230	100127	333325
231	100584	332969
232	101029	332573
233	101488	332221
234	101941	331852
235	102376	331422
236	102797	330946
237	103259	330603
238	103698	330186
239	104076	329574
240	104522	329180
241	104875	328494
242	105247	327870
243	105864	328007
244	106233	327373
245	106639	326854
246	107094	326485
247	107553	326128
248	108166	326236
249	108570	325712
250	109054	325424
251	109515	325069
252	109893	324467
253	110411	324279
254	110758	323589
255	111086	322846
256	111553	322506
257	112150	322541
258	112592	322127
259	113135	322002
260	113622	321713
261	114074	321323
262	114583	321096
263	115195	321149
264	115545	320474
265	115987	320056
266	116350	319418
267	116901	319297
268	117387	318997
269	117862	318664
270	118362	318399
271	118782	317919
272	119330	317778
273	119671	317084
274	120170	316812
275	120636	316453
276	121104	316095
277	121615	315850
278	122076	315474
279	122535	315090
280	123041	314827
281	123535	314533
282	123986	314128
283	124464	313790
284	124880	313296
285	125475	313249
286	125842	312634
287	126285	312205
288	126727	311775
289	127204	311430
290	127643	310994
291	128014	310390
292	128378	309772
293	128882	309494
294	129322	309059
295	129841	308813
296	130343	308523
297	130705	307903
298	131132	307438
299	131602	307072
300	132067	306693
301	132430	306081
302	132858	305618
303	133318	305228
304	133850	305002
305	134290	304567
306	134757	304192
307	135142	303632
308	135584	303199
309	136111	302958
310	136578	302579
311	136897	301876
312	137393	301564
313	137864	301195
314	138351	300858
315	138828	300502
316	139121	299746
317	139430	299030
318	139805	298456
319	140320	298180
320	140797	297824
321	141217	297346
322	141696	296991
323	142160	296606
324	142656	296286
325	143161	295983
326	143627	295600
327	144065	295159
328	144533	294778
329	144899	294190
330	145357	293788
331	145861	293479
332	146328	293097
333	146791	292704
334	147229	292262
335	147657	291799
336	148136	291437
337	148593	291031
338	149040	290607
339	149391	289995
340	149927	289742
341	150424	289414
342	150888	289019
343	151400	288717
344	151751	288108
345	152209	287701
346	152715	287387
347	153131	286901
348	153485	286301
349	153943	285895
350	154407	285500
351	154856	285076
352	155234	284524
353	155714	284156
354	156182	283768
355	156640	283360
356	157076	282913
357	157540	282517
358	158057	282214
359	158553	281873
360	158965	281381
361	159489	281089
362	159798	280417
363	160142	279809
364	160607	279412
365	161037	278956
366	161511	278573
367	161851	277963
368	162352	277626
369	162651	276947
370	163127	276569
371	163596	276179
372	164023	275718
373	164377	275134
374	164845	274742
375	165327	274372
376	165691	273809
377	166219	273514
378	166611	272996
379	167079	272603
380	167386	271947
381	167810	271484
382	168253	271051
383	168684	270598
384	169127	270163
385	169610	269795
386	170002	269280
387	170459	268869
388	170933	268483
389	171407	268099
390	171745	267500
391	172233	267137
392	172499	266431
393	172865	265879
394	173169	265234
395	173716	264960
396	174081	264411
397	174438	263849
398	174874	263408
399	175359	263038
400	175728	262497
401	176093	261950
402	176540	261525
403	176996	261114
404	177379	260595
405	177935	260329
406	178394	259920
407	178856	259517
408	179235	258993
409	179635	258500
410	180163	258190
411	180590	257736
412	181059	257340
413	181443	256825
414	181900	256414
415	182348	255989
416	182728	255469
417	183166	255030
418	183613	254604
419	184045	254158
420	184676	253985
421	185111	253541
422	185553	253106
423	185939	252596
424	186294	252046
425	186792	251688
426	187176	251176
427	187614	250737
428	188232	250538
429	188682	250114
430	189116	249668
431	189566	249245
432	190052	248868
433	190650	248636
434	191094	248202
435	191620	247876
436	192241	247670
437	192716	247275
438	193215	246911
439	193742	246581
440	194262	246242
441	194615	245691
442	194973	245147
443	195447	244749
444	195876	244295
445	196509	244094
446	196928	243627
447	197368	243186
448	197844	242788
449	198340	242416
450	198795	241992
451	199167	241468
452	199707	241147
453	200147	240705
454	200617	240299
455	201024	239818
456	201325	239211
457	201756	238759
458	202155	238269
459	202617	237855
460	203070	237429
461	203493	236968
462	203890	236477
463	204388	236103
464	205066	235937
465	205417	235392
466	205903	235002
467	206348	234567
468	206815	234155
469	207242	233699
470	207642	233212
471	208091	232779
472	208504	232308
473	209009	231938
474	209515	231569
475	209988	231163
476	210495	230794
477	211028	230453
478	211465	230007
479	211934	229595
480	212382	229161
481	212852	228750
482	213229	228239
483	213704	227834
484	214086	227329
485	214372	226723
486	214855	226326
487	215347	225938
488	215776	225483
489	216355	225186
490	216920	224872
491	217363	224432
492	217761	223945
493	218210	223511
494	218706	223124
495	219200	222736
496	219581	222232
497	219959	221725
498	220276	221158
499	220725	220725
500	221120	220237
501	221549	219784
502	222016	219368
503	222496	218964
504	223101	218683
505	223537	218236
506	224017	217831
507	224434	217365
508	224821	216870
509	225296	216461
510	225797	216076
511	226284	215677
512	226753	215260
513	227128	214755
514	227420	214173
515	227932	213797
516	228355	213338
517	228851	212946
518	229373	212579
519	229863	212181
520	230319	211752
521	230748	211298
522	231117	210789
523	231572	210360
524	232029	209931
525	232547	209557
526	232980	209107
527	233510	208744
528	233896	208252
529	234311	207785
530	234811	207394
531	235271	206968
532	235784	206587
533	236230	206149
534	236653	205689
535	237159	205302
536	237545	204810
537	238131	204492
538	238584	204058
539	239006	203598
540	239513	203209
541	240023	202824
542	240627	202516
543	241171	202158
544	241531	201645
545	241911	201150
546	242297	200659
547	242763	200235
548	243146	199742
549	243585	199297
550	244058	198878
551	244545	198471
552	245035	198066
553	245381	197545
554	245841	197116
555	246335	196714
556	246688	196199
557	247039	195683
558	247504	195258
559	247878	194761
560	248379	194364
561	248776	193885
562	249216	193441
563	249692	193024
564	250154	192596
565	250569	192133
566	250997	191678
567	251460	191251
568	252020	190897
569	252486	190472
570	252941	190038
571	253325	189551
572	253633	189007
573	254091	188576
574	254543	188140
575	254899	187634
576	255309	187168
577	255792	186755
578	256239	186316
579	256711	185894
580	257179	185470
581	257666	185059
582	258070	184589
583	258431	184088
584	258925	183682
585	259286	183182
586	259689	182712
587	260132	182269
588	260726	181933
589	261102	181444
590	261585	181029
591	262034	180591
592	262327	180045
593	262797	179622
594	263308	179227
595	263762	178792
596	264217	178357
597	264615	177885
598	265026	177421
599	265410	176940
600	265893	176524
601	266330	176078
602	266715	175599
603	267259	175223
604	267709	174785
605	268173	174356
606	268661	173943
607	269107	173503
608	269576	173077
609	269983	172612
610	270382	172141
611	270885	171737
612	271470	171385
613	271930	170952
614	272355	170498
615	272738	170018
616	273265	169628
617	273633	169139
618	274178	168759
619	274633	168323
620	275093	167891
621	275449	167395
622	275916	166966
623	276516	166618
624	276960	166176
625	277326	165687
626	277756	165236
627	278201	164794
628	278646	164352
629	279075	163901
630	279572	163490
631	280027	163054
632	280473	162612
633	280954	162191
634	281249	161662
635	281501	161110
636	281951	160672
637	282338	160198
638	282637	159674
639	283142	159267
640	283528	158793
641	284001	158368
642	284368	157884
643	284866	157472
644	285384	157071
645	285851	156643
646	286311	156210
647	286783	155783
648	287257	155358
649	287675	154902
650	288148	154475
651	288596	154035
652	288986	153565
653	289428	153122
654	289890	152690
655	290253	152206
656	290529	151676
657	290905	151200
658	291394	150782
659	291756	150298
660	292123	149818
661	292590	149388
662	293027	148944
663	293487	148511
664	293898	148054
665	294369	147626
666	294654	147106
667	295119	146675
668	295466	146187
669	295964	145773
670	296331	145295
671	296693	144814
672	297010	144312
673	297410	143851
674	297882	143424
675	298337	142990
676	298856	142585
677	299238	142116
678	299719	141693
679	300260	141298
680	300652	140834
681	301289	140484
682	301759	140055
683	302195	139610
684	302678	139188
685	302986	138684
686	303459	138257
687	303809	137774
688	304149	137286
689	304511	136809
690	304982	136381
691	305337	135901
692	305812	135475
693	306287	135048
694	306648	134572
695	307005	134094
696	307437	133649
697	307811	133179
698	308168	132701
699	308548	132234
700	309013	131804
701	309473	131371
702	309908	130928
703	310369	130496
704	310866	130078
705	311239	129609
706	311730	129189
707	312084	128712
708	312450	128241
709	312873	127793
710	313353	127368
711	313871	126959
712	314290	126509
713	314680	126048
714	315219	125646
715	315639	125197
716	316042	124741
717	316393	124266
718	316920	123859
719	317344	123411
720	317726	122948
721	318163	122506
722	318663	122088
723	319251	121703
724	319608	121230
725	320080	120801
726	320371	120304
727	320714	119827
728	321130	119377
729	321589	118944
730	322042	118508
731	322522	118082
732	322935	117631
733	323383	117193
734	323828	116754
735	324198	116288
736	324651	115852
737	325045	115395
738	325498	114959
739	325876	114497
740	326231	114027
741	326506	113529
742	326966	113096
743	327405	112655
744	327847	112216
745	328336	111792
746	328854	111378
747	329240	110920
748	329736	110499
749	330207	110069
750	330639	109625
751	331037	109171
752	331480	108732
753	331931	108295
754	332367	107854
755	332839	107424
756	333252	106975
757	333785	106564
758	334255	106133
759	334689	105691
760	335093	105239
761	335501	104789
762	336127	104406
763	336485	103940
764	336850	103477
765	337357	103057
766	337740	102599
767	338194	102162
768	338671	101733
769	339057	101277
770	339515	100841
771	339958	100402
772	340402	99963
773	340849	99524
774	341282	99081
775	341665	98625
776	342121	98189
777	342597	97759
778	343042	97320
779	343626	96920
780	344057	96477
781	344449	96023
782	344917	95590
783	345359	95150
784	345838	94720
785	346312	94288
786	346734	93843
787	347188	93406
788	347531	92939
789	348096	92532
790	348544	92093
791	348985	91652
792	349381	91200
793	349841	90764
794	350338	90338
795	350780	89898
796	351250	89465
797	351727	89033
798	352190	88598
799	352670	88167
800	353084	87720
801	353625	87304
802	353966	86838
803	354399	86395
804	354882	85965
805	355221	85499
806	355678	85063
807	356147	84629
808	356607	84192
809	357062	83755
810	357515	83317
811	358000	82886
812	358474	82453
813	358775	81980
814	359156	81526
815	359593	81084
816	360067	80651
817	360459	80200
818	360911	79761
819	361378	79326
820	361818	78886
821	362288	78451
822	362664	77997
823	363123	77560
824	363589	77124
825	364049	76688
826	364478	76245
827	364947	75810
828	365408	75373
829	365822	74927
830	366263	74486
831	366692	74043
832	367179	73612
833	367615	73170
834	368119	72742
835	368596	72308
836	369198	71898
837	369674	71464
838	370137	71027
839	370486	70568
840	370881	70119
841	371327	69678
842	371675	69220
843	372124	68781
844	372419	68313
845	372812	67864
846	373341	67439
847	373830	67007
848	374263	66565
849	374698	66123
850	375151	65684
851	375650	65253
852	376103	64814
853	376649	64392
854	377096	63952
855	377655	63530
856	378223	63110
857	378668	62670
858	379039	62217
859	379529	61783
860	379994	61346
861	380397	60898
862	380851	60459
863	381313	60021
864	381576	59552
865	381921	59096
866	382399	58660
867	382906	58229
868	383444	57803
869	383800	57349
870	384274	56913
871	384774	56480
872	385276	56048
873	385799	55618
874	386221	55174
875	386676	54735
876	387107	54292
877	387533	53848
878	388001	53410
879	388278	52947
880	388726	52506
881	389170	52065
882	389661	51631
883	390152	51196
884	390635	50760
885	391026	50312
886	391528	49879
887	391963	49436
888	392449	49001
889	392818	48550
890	393324	48117
891	393679	47665
892	394179	47230
893	394565	46782
894	394999	46340
895	395441	45899
896	395988	45470
897	396493	45036
898	397004	44602
899	397376	44152
900	397899	43720
901	398299	43274
902	398590	42816
903	399150	42387
904	399512	41937
905	399989	41499
906	400326	41047
907	400608	40590
908	401093	40153
909	401491	39707
910	401941	39267
911	402469	38834
912	402970	38399
913	403437	37960
914	403873	37518
915	404357	37080
916	404900	36648
917	405392	36211
918	405896	35775
919	406356	35335
920	406829	34896
921	407212	34449
922	407620	34005
923	408098	33566
924	408592	33129
925	409052	32688
926	409462	32244
927	409840	31797
928	410313	31358
929	410788	30919
930	411139	30471
931	411503	30023
932	411973	29584
933	412422	29143
934	412903	28704
935	413375	28264
936	413738	27818
937	414212	27378
938	414697	26939
939	415224	26503
940	415590	26057
941	415938	25609
942	416380	25168
943	416903	24731
944	417372	24291
945	417846	23851
946	418309	23411
947	418708	22967
948	419072	22521
949	419560	22082
950	420048	21642
951	420459	21199
952	420893	20757
953	421289	20313
954	421731	19872
955	422211	19432
956	422660	18991
957	423106	18549
958	423546	18107
959	423960	17665
960	424461	17225
961	424958	16786
962	425314	16341
963	425685	15896
964	426124	15455
965	426602	15015
966	427224	14579
967	427624	14136
968	428019	13693
969	428545	13253
970	429006	12812
971	429641	12376
972	429934	11930
973	430290	11486
974	430793	11045
975	431163	10602
976	431627	10161
977	432067	9719
978	432485	9277
979	432918	8835
980	433383	8393
981	433917	7953
982	434382	7512
983	434855	7070
984	435335	6629
985	435776	6187
986	436193	5745
987	436603	5302
988	437090	4861
989	437423	4418
990	437791	3975
991	438267	3534
992	438707	3092
993	439162	2650
994	439544	2208
995	439900	1766
996	440328	1324
997	440830	883
998	441303	441
999	441819	0
