iter	Logloss
0	0.5070064497
1	0.3871021088
2	0.2993066719
3	0.2440767875
4	0.1880585428
5	0.1501472227
6	0.1416489277
7	0.1204218628
8	0.1056175934
9	0.0954656461
10	0.08772049204
11	0.08202678099
12	0.07784311044
13	0.07085692454
14	0.06864028034
15	0.0666175521
16	0.06265291492
17	0.06162719732
18	0.05899189112
19	0.0572601985
20	0.05635903018
21	0.05525940051
22	0.05377858278
23	0.05283903878
24	0.05119623171
25	0.05002543973
26	0.04902064357
27	0.04820260397
28	0.0477762265
29	0.04717805705
30	0.04654203393
31	0.04621561653
32	0.04595450607
33	0.04563042889
34	0.04526551707
35	0.04493454537
36	0.04460587383
37	0.0443527594
38	0.04414006604
39	0.04387767369
40	0.04366955696
41	0.04344386156
42	0.04316078218
43	0.04287421088
44	0.04270550959
45	0.04254511171
46	0.04239624444
47	0.04197249774
48	0.04182752087
49	0.04166778426
50	0.04146646196
51	0.04130625005
52	0.04115560589
53	0.04096799688
54	0.04073023797
55	0.04066054065
56	0.0405217039
57	0.04034396044
58	0.0402006075
59	0.0401469109
60	0.04007063346
61	0.03981282223
62	0.03964549703
63	0.03952531507
64	0.03943338442
65	0.03932427303
66	0.03926208215
67	0.03909796496
68	0.03893321889
69	0.03891452099
70	0.03879352063
71	0.03868102414
72	0.03858254113
73	0.03844313469
74	0.03836842837
75	0.0382244648
76	0.03821181174
77	0.03810569114
78	0.03796440692
79	0.0379121427
80	0.03780836024
81	0.03762145262
82	0.03749019998
83	0.03747506723
84	0.03739299601
85	0.03723030153
86	0.03712866213
87	0.03709128812
88	0.03700402595
89	0.03692398957
90	0.03681977722
91	0.03677117937
92	0.03668700863
93	0.0365687579
94	0.03653190813
95	0.03652187283
96	0.03644377998
97	0.03630800772
98	0.03628556439
99	0.03620641102
100	0.03612722683
101	0.03609297531
102	0.03600279567
103	0.03571100863
104	0.0356902832
105	0.03566615749
106	0.03557133813
107	0.03556182632
108	0.0355040137
109	0.03548511705
110	0.03545011148
111	0.0353075058
112	0.03512201251
113	0.0350670419
114	0.03500808531
115	0.03498548112
116	0.03493638881
117	0.03482640411
118	0.03481026248
119	0.03477989952
120	0.0347746822
121	0.03476869078
122	0.0346934606
123	0.03467416471
124	0.03465481861
125	0.03464594678
126	0.03463503312
127	0.03461813476
128	0.03461177911
129	0.03460779988
130	0.03459328003
131	0.03447549748
132	0.03441320372
133	0.03437457919
134	0.03436319452
135	0.03433887824
136	0.0342888657
137	0.0342590188
138	0.03404823553
139	0.03402807521
140	0.0340153537
141	0.03400319461
142	0.03392141706
143	0.03385075584
144	0.03380263184
145	0.03368390941
146	0.03352051825
147	0.03349392394
148	0.03348390477
149	0.03347424965
150	0.03338831463
151	0.03326978322
152	0.03325786588
153	0.03324303779
154	0.0330833953
155	0.03299973677
156	0.03299716882
157	0.03296813191
158	0.03295404815
159	0.03293135413
160	0.03288935493
161	0.03284881954
162	0.03274160333
163	0.0327219205
164	0.03269895397
165	0.03266245647
166	0.03264498508
167	0.03262022876
168	0.03260024572
169	0.03252918256
170	0.03246940883
171	0.03238896065
172	0.03237538868
173	0.03235307949
174	0.03233670951
175	0.03233543889
176	0.03228337625
177	0.03223087208
178	0.03220710354
179	0.0321696687
180	0.03213235921
181	0.0321092941
182	0.03210541277
183	0.03209542332
184	0.03203237619
185	0.03202004001
186	0.03186997239
187	0.03181702958
188	0.03180665957
189	0.03174881662
190	0.03169095588
191	0.03168371475
192	0.03165129288
193	0.03156105232
194	0.03153280691
195	0.03150582038
196	0.03149384886
197	0.03148754053
198	0.03143809656
199	0.0313905439
200	0.03136973364
201	0.03134864063
202	0.03133665225
203	0.03127878602
204	0.03119753724
205	0.03115061287
206	0.03114784338
207	0.03111631244
208	0.03110034907
209	0.03104883522
210	0.03100050716
211	0.03094815866
212	0.03091891788
213	0.03085111143
214	0.03083074733
215	0.03082672324
216	0.03079530346
217	0.03074794564
218	0.03073174943
219	0.03072255736
220	0.03066107545
221	0.0306572723
222	0.03065259718
223	0.03061588832
224	0.03057647326
225	0.03055655469
226	0.03055375248
227	0.03052566527
228	0.03051306398
229	0.03049726137
230	0.03048429349
231	0.03045368331
232	0.03044959906
233	0.03042607552
234	0.03038273535
235	0.03037583767
236	0.03034173116
237	0.03029573068
238	0.03024333566
239	0.03022999342
240	0.0302147641
241	0.03017629793
242	0.03016338258
243	0.03016035164
244	0.03011825105
245	0.03005612298
246	0.03005025602
247	0.03002167229
248	0.03001620528
249	0.02996555238
250	0.02994468071
251	0.02990806246
252	0.0298808286
253	0.02986882223
254	0.02984184832
255	0.02981601151
256	0.02981258052
257	0.02980884367
258	0.02980291653
259	0.02979016503
260	0.02978151472
261	0.02976217625
262	0.02975571753
263	0.02975392148
264	0.0297042156
265	0.02969496455
266	0.02965223729
267	0.02963390937
268	0.02961189888
269	0.02958038397
270	0.02953145767
271	0.02951682141
272	0.0294882412
273	0.02946111289
274	0.02944765011
275	0.02943537756
276	0.02942816314
277	0.02940931261
278	0.02938246478
279	0.02936281734
280	0.02935045844
281	0.02932926677
282	0.02929937797
283	0.02929054146
284	0.02927474371
285	0.0292707386
286	0.02926397719
287	0.02924832102
288	0.02921234745
289	0.02920002272
290	0.02918839181
291	0.02916661746
292	0.02912224125
293	0.02909333678
294	0.02907976178
295	0.02906581109
296	0.02905645606
297	0.02901952018
298	0.02900531071
299	0.02899101654
300	0.02897626398
301	0.02894349334
302	0.02894030695
303	0.02892351741
304	0.02891127855
305	0.02885098531
306	0.02883259095
307	0.02880203776
308	0.02877853603
309	0.02872825303
310	0.02871948284
311	0.02869882771
312	0.02869087156
313	0.02866914941
314	0.02864939179
315	0.02864139169
316	0.02856847959
317	0.02849831843
318	0.02848440221
319	0.02845918279
320	0.02845050485
321	0.02843053392
322	0.02838961118
323	0.02835469889
324	0.02831735554
325	0.02828963045
326	0.02827250704
327	0.02824481497
328	0.0282273365
329	0.02819321589
330	0.02817954779
331	0.02817145415
332	0.02815217898
333	0.02813034743
334	0.02809656045
335	0.02807646388
336	0.02807156616
337	0.02805979156
338	0.02803629114
339	0.02802635589
340	0.02801198335
341	0.0279880668
342	0.02796909713
343	0.02794274725
344	0.02791127
345	0.02790625792
346	0.02789818095
347	0.02789495748
348	0.02788134254
349	0.02786779673
350	0.02783483414
351	0.02782322222
352	0.02781640208
353	0.02778370505
354	0.02777033136
355	0.02775094186
356	0.02773371451
357	0.02772658569
358	0.02771831452
359	0.02768210037
360	0.0276324916
361	0.02759783357
362	0.02757804761
363	0.02755443072
364	0.02754211598
365	0.02744628769
366	0.02742480154
367	0.0274156305
368	0.02740019212
369	0.02737950742
370	0.02736361405
371	0.02733222503
372	0.02732312658
373	0.02731340889
374	0.02730775807
375	0.02729160332
376	0.02726817553
377	0.02725751075
378	0.02721376388
379	0.02720223175
380	0.02719556523
381	0.02717863535
382	0.02716779746
383	0.02713115617
384	0.02711530652
385	0.02709462702
