iter	Logloss
336	0.42239941
337	0.4223649865
338	0.4222863154
339	0.4222404056
340	0.4221942263
341	0.4221344558
342	0.4220902776
343	0.4220582533
344	0.4219957036
345	0.421969781
346	0.4219451785
347	0.4218989241
348	0.4218482323
349	0.4217923063
350	0.4217326005
351	0.4216922853
352	0.4216557429
353	0.4216266913
354	0.421607685
355	0.421590205
356	0.4215367609
357	0.4214951132
358	0.4214365733
359	0.4213613073
360	0.4213588934
361	0.4213196604
362	0.4212686602
363	0.421240332
364	0.4212072545
365	0.4211684097
366	0.4211460878
367	0.4210512195
368	0.4209866249
369	0.4209281117
370	0.4208715066
371	0.4208223902
372	0.42077318
373	0.4207497296
374	0.4207428843
375	0.4207173382
376	0.4207051756
377	0.4206347878
378	0.420613898
379	0.4205965152
380	0.4205092024
381	0.4204402112
382	0.4204243697
383	0.4203858324
384	0.4203479496
385	0.4203053023
386	0.4202748149
387	0.4202558891
388	0.4201645012
389	0.4200980962
390	0.4200494601
391	0.4200477333
392	0.4199933338
393	0.4199267846
394	0.4199180953
395	0.4198860854
396	0.4198439194
397	0.4198119698
398	0.4197611516
399	0.4196490092
400	0.4196208842
401	0.4195737299
402	0.4195571024
403	0.4195323583
404	0.4195296635
405	0.4194946792
406	0.419490144
407	0.4194379243
408	0.4193883647
409	0.4193217295
410	0.4192910464
411	0.4192684169
412	0.4192346464
413	0.4191482976
414	0.4190868189
415	0.4190698769
416	0.4190266215
417	0.4190081633
418	0.4189857256
419	0.4189386936
420	0.4189140087
421	0.4188624559
422	0.4188135486
423	0.4188019375
424	0.4187370489
425	0.418695565
426	0.4186589668
427	0.418641299
428	0.4186095341
429	0.4185713337
430	0.4185317353
431	0.418513114
432	0.4184541556
433	0.4184051051
434	0.4182860022
435	0.4182161266
436	0.4181681804
437	0.4181571367
438	0.4181318393
439	0.4181154866
440	0.4180487952
441	0.4180232596
442	0.4179787361
443	0.4179268001
444	0.4179001062
445	0.4178470566
446	0.4177850694
447	0.4177598995
448	0.4177297904
449	0.4176903705
450	0.4176628336
451	0.4176324545
452	0.4176071687
453	0.4175173293
454	0.4174879341
455	0.4174579624
456	0.4173775315
457	0.4173577657
458	0.4173100802
459	0.4172584699
460	0.4172411019
461	0.4172083004
462	0.4171778847
463	0.4171422588
464	0.4171285835
465	0.4170619593
466	0.4170122794
467	0.416972602
468	0.4169585521
469	0.4168933254
470	0.4168757524
471	0.4167977695
472	0.4167594454
473	0.4167577738
474	0.4167481589
475	0.4167337376
476	0.4166788928
477	0.4166608914
478	0.4165836926
479	0.4165442037
480	0.4164603394
481	0.4164442582
482	0.4163970009
483	0.4163752754
484	0.4162994408
485	0.4162790281
486	0.4162620488
487	0.416225447
488	0.416192255
489	0.4161352025
490	0.4160919365
491	0.4160572458
492	0.4159996554
493	0.4159542998
494	0.4159308359
495	0.4159279903
496	0.4158605299
497	0.4157939029
498	0.4157343446
499	0.4156966548
500	0.4156795884
501	0.4156579534
502	0.4156350456
503	0.4156176379
504	0.4156171809
505	0.4155820429
506	0.4155439785
507	0.4154578039
508	0.4154276807
509	0.415413752
510	0.4154090918
511	0.4153656063
512	0.4153571805
513	0.4153264059
514	0.4153180419
515	0.4152700991
516	0.4152434821
517	0.4151903549
518	0.415147135
519	0.4150789582
520	0.4150412341
521	0.4150147493
522	0.4149590534
523	0.4149337468
524	0.4148448289
525	0.4148227956
526	0.4147849331
527	0.4147643249
528	0.4147642425
529	0.4147136864
530	0.4146978283
531	0.414675967
532	0.4146573055
533	0.4146363958
534	0.414605107
535	0.4145885657
536	0.4145661632
537	0.4145407586
538	0.4145304976
539	0.4144857605
540	0.4144693803
541	0.4144430061
542	0.4143545602
543	0.4143393873
544	0.4143080884
545	0.4142984469
546	0.4142158552
547	0.4141887831
548	0.4141395371
549	0.4141178248
550	0.4140979577
551	0.4140889736
552	0.4140618932
553	0.4140465165
554	0.4140299047
555	0.4140222255
556	0.4139516109
557	0.4139141914
558	0.4138286666
559	0.4137997079
560	0.4137812932
561	0.4137743608
562	0.4137419777
563	0.4137285895
564	0.4136912121
565	0.4136514301
566	0.4136176555
567	0.4135363431
568	0.4134758529
569	0.41340916
570	0.4133934101
571	0.4133348088
572	0.413319841
573	0.4132900839
574	0.4132372892
575	0.4132314662
576	0.4132123063
577	0.413166233
578	0.4131391698
579	0.4131168313
580	0.4130149345
581	0.413002012
582	0.4129622452
583	0.4129224818
584	0.4128548121
585	0.4128499927
586	0.4128062724
587	0.4127719702
588	0.4127213582
589	0.4126947275
590	0.4126456036
591	0.4125724422
592	0.4125441155
593	0.4125211666
594	0.4124794641
595	0.4124735281
596	0.4124195765
597	0.4123554149
598	0.4123321731
599	0.4123137973
600	0.4123000026
601	0.4122294355
602	0.4121984224
603	0.4121527778
604	0.4120928495
605	0.4120787357
606	0.4120343151
607	0.4120256396
608	0.4120079666
609	0.4119874354
610	0.4119361758
611	0.4118618319
612	0.4118248817
613	0.4117987813
614	0.4117897788
615	0.4117417599
616	0.4117011952
617	0.4116384876
618	0.4115969925
619	0.411574873
620	0.411511598
621	0.4114657448
622	0.411446921
623	0.4113998769
624	0.4113779866
625	0.4113524285
626	0.4112716925
627	0.4112539314
628	0.4112356523
629	0.4112019992
630	0.4111468456
631	0.411124895
632	0.4110884564
633	0.4110289355
634	0.4110230594
635	0.4110131566
636	0.4109691155
637	0.4109358178
638	0.410915806
639	0.4109088996
640	0.4108790413
641	0.4108358553
642	0.4107258799
643	0.410701426
644	0.4106250722
645	0.4105863235
646	0.4105378581
647	0.4105103851
648	0.410472222
649	0.4104004051
650	0.4103752346
651	0.4103208576
652	0.4103082066
653	0.4102596596
654	0.4102299858
655	0.4101981381
656	0.4101823669
657	0.4100573486
658	0.4099977588
659	0.4099788083
660	0.4099315036
661	0.4098876676
662	0.409803795
663	0.409788169
664	0.409647824
665	0.4096311591
666	0.4096058605
667	0.4095481567
668	0.4095397552
669	0.4094897093
670	0.4094475638
671	0.4093654668
672	0.4093295649
673	0.4092853097
674	0.4092359247
675	0.4092284099
676	0.4091755521
677	0.4091611123
678	0.4091450635
679	0.409096123
680	0.4090573663
681	0.4090220655
682	0.4089980653
683	0.408987932
684	0.4089674854
685	0.4089297524
686	0.4089064069
687	0.408866416
688	0.4088585462
689	0.4088050123
690	0.4087270519
691	0.4087087563
692	0.4087082366
693	0.4086773572
694	0.4085858016
695	0.4085404256
696	0.4084935609
697	0.4084643415
698	0.4083874456
699	0.4083776725
700	0.4083422001
701	0.4083032517
702	0.4082141779
703	0.4081962976
704	0.4081560331
705	0.4081383542
706	0.4081108938
707	0.4080807675
708	0.4080463206
709	0.4080135984
710	0.4079376266
711	0.4078994464
712	0.4078944781
713	0.4078188793
714	0.4077766606
715	0.407763021
716	0.4076621308
717	0.4076391018
718	0.4076150601
719	0.4075590334
720	0.4075249513
721	0.4075148718
722	0.4074775954
723	0.4074619613
724	0.4074071395
725	0.4073621804
726	0.4073540921
727	0.4073269934
728	0.407316284
729	0.4072721716
730	0.4072416024
731	0.4072225915
732	0.4071921467
733	0.4071816758
734	0.4071591513
735	0.4071072026
736	0.4070697672
737	0.4070566109
738	0.4070446231
739	0.4069842272
740	0.4068860074
741	0.406854809
742	0.4068451335
743	0.4068045088
744	0.406763056
745	0.4067174886
746	0.4066657675
747	0.4066395607
748	0.4066091508
749	0.4065909298
750	0.406570128
751	0.4065350622
752	0.4065127251
753	0.4065105655
754	0.4064846331
755	0.4064597977
756	0.4064433393
757	0.4063721318
758	0.406319949
759	0.406280136
760	0.4062619771
761	0.4062466529
762	0.4062074429
763	0.4061679173
764	0.4061676413
765	0.4061391833
766	0.4060817445
767	0.4060506922
768	0.4060190734
769	0.4060048775
770	0.4059901719
771	0.4059227357
772	0.4058591051
773	0.4058376315
774	0.4057785627
775	0.4057506889
776	0.4057142845
777	0.4056924588
778	0.4056353944
779	0.4056139729
780	0.4055844069
781	0.4055490184
782	0.4055151779
783	0.4054445979
784	0.4054320701
785	0.4054147364
786	0.4053944915
787	0.4053302535
788	0.4052956114
789	0.4052648632
790	0.4052263583
791	0.4052114813
792	0.4052006993
793	0.4051500911
794	0.4050716886
795	0.405045802
796	0.4049938004
797	0.4049652552
798	0.4049104293
799	0.4048721783
800	0.4048534039
801	0.4047988692
802	0.4047509526
803	0.4047227088
804	0.4046938076
805	0.4046542616
806	0.4045972378
807	0.4045646561
808	0.4045005104
809	0.4044547548
810	0.4044011306
811	0.4043607963
812	0.4042983016
813	0.4042493043
814	0.404139985
815	0.4040845593
816	0.4040652174
817	0.4040258627
818	0.4039893313
819	0.4039643242
820	0.403950413
821	0.4039406146
822	0.4038535426
823	0.4038063602
824	0.403780322
825	0.4037154117
826	0.4036466196
827	0.4036171103
828	0.4035578843
829	0.4035220506
830	0.4034578381
831	0.4034365742
832	0.4034224207
833	0.4034093439
834	0.4033793509
835	0.4033485323
836	0.4032881583
837	0.4032606544
838	0.403217169
839	0.4032031405
840	0.403181605
841	0.4031531309
842	0.4031009187
843	0.4030695756
844	0.4030339538
845	0.4029845511
846	0.4029238464
847	0.4028983397
848	0.402888917
849	0.4028516844
850	0.402799472
851	0.4027734579
852	0.4027436247
853	0.4027422997
854	0.4027307132
855	0.4026841774
856	0.4026522704
857	0.4026065302
858	0.402547495
859	0.4024939086
860	0.4024867108
861	0.4024767921
862	0.4024390013
863	0.4024284134
864	0.4023677692
865	0.4023552052
866	0.4023501196
867	0.4023317163
868	0.402265258
869	0.4022267642
870	0.4021899074
871	0.4021837168
872	0.402159405
873	0.4021279264
874	0.402104968
875	0.4020624715
876	0.4020215352
877	0.4019570258
878	0.4019375757
879	0.4019120751
880	0.4019085481
881	0.4018834684
882	0.4018321421
883	0.401802011
884	0.401772231
885	0.4017622511
886	0.4017477024
887	0.4017283825
888	0.4016689788
889	0.4016597538
890	0.4016453396
891	0.4016318427
892	0.4015857474
893	0.4015677476
894	0.401530743
895	0.4015055109
896	0.4014939515
897	0.4014647468
898	0.4014537467
899	0.4013906716
900	0.4013604017
901	0.4013529271
902	0.4012881959
903	0.4012723511
904	0.4012476834
905	0.4011905444
906	0.4011366899
907	0.4010961588
908	0.4010171956
909	0.4010057249
910	0.4009538465
911	0.400935644
912	0.4008867771
913	0.4008703975
914	0.4008553498
915	0.4008314372
916	0.4008178451
917	0.4007805168
918	0.400743484
919	0.4007143333
920	0.4006951994
921	0.4006438821
922	0.400636679
923	0.4005519944
924	0.4005394225
925	0.4005291145
926	0.4005022195
927	0.4004411234
928	0.4003995264
929	0.4003598557
930	0.4003054077
931	0.4002821775
932	0.4002580185
933	0.400209767
934	0.4001904629
935	0.4001742776
936	0.4001352788
937	0.4000986076
938	0.4000599939
939	0.4000150751
940	0.399993916
941	0.3999519714
942	0.3999237048
943	0.3998359303
944	0.399823634
945	0.3998104697
946	0.399749501
947	0.3997312108
948	0.3996860087
949	0.399640313
950	0.3996309563
951	0.3996183788
952	0.3995736961
953	0.3995533698
954	0.3995227928
955	0.3994783298
956	0.3994621663
957	0.3994030668
958	0.3993377283
959	0.3993056598
960	0.399276338
961	0.3992240918
962	0.3991593762
963	0.3991448564
964	0.3991231114
965	0.3991144488
966	0.3990354786
967	0.3989989226
968	0.3989648281
969	0.3989403215
970	0.3989235362
971	0.398895952
972	0.398854579
973	0.3988248249
974	0.3987868182
975	0.3987492575
976	0.3987360042
977	0.3987254061
978	0.3986962675
979	0.3986593429
980	0.3986226111
981	0.3986025888
982	0.3985882616
983	0.3985452698
984	0.3985108846
985	0.3984877308
986	0.3984517979
987	0.3984041584
988	0.3983272166
989	0.3983101377
990	0.398287996
991	0.3982675582
992	0.3982360915
993	0.3981830765
994	0.3981730597
995	0.3981642274
996	0.3980965885
997	0.3980863967
998	0.3980704213
999	0.3980471747
